customer_id,name,email,phone,location,signup_date,is_premium,preferred_cuisine,total_orders,average_rating
172,Ganga Uppal,contractoraradhana@example.org,09282447923,"Mukhopadhyay Circle, Tambaram, Chennai, Tamil Nadu, India - 254231",14-04-2022,1,North Indian,50,4.39
173,Advay Minhas,somanmaya@example.com,+918712900328,"Hayer Path, Nungambakkam, Chennai, Tamil Nadu, India - 496730",14-05-2022,0,Continental,75,2.86
174,Yadavi Balakrishnan,diyengar@example.com,3745042860,"Borde Street, Kilpauk, Chennai, Tamil Nadu, India - 291559",17-05-2024,0,North Indian,21,1.55
175,Zinal Khosla,nayakdayita@example.com,05989285994,"Kapoor Zila, Kodambakkam, Chennai, Tamil Nadu, India - 075978",23-03-2023,0,Italian,97,4.6
176,Tanish Iyengar,wazirchahal@example.net,05212568113,"Devan Path, Mylapore, Chennai, Tamil Nadu, India - 348998",06-04-2021,0,South Indian,50,1.67
177,Jackson Saini,indrajitsibal@example.net,+917766079269,"Balay Street, Chrompet, Chennai, Tamil Nadu, India - 143257",05-01-2025,1,South Indian,15,2.05
178,Avi Sangha,ndevi@example.net,+913137155673,"Krish Marg, Perungudi, Chennai, Tamil Nadu, India - 096990",23-03-2024,0,Chinese,39,4.76
179,Elijah Guha,yashoda67@example.com,+917529238126,"Kulkarni Road, Mylapore, Chennai, Tamil Nadu, India - 717707",19-07-2022,1,South Indian,74,0.13
180,Gaurika Minhas,yauvani42@example.com,+919952712112,"Swamy Ganj, Adyar, Chennai, Tamil Nadu, India - 979232",01-04-2023,1,Italian,98,2.69
181,Saksham Karnik,edhillon@example.com,+916695245919,"Bahl Circle, Anna Nagar, Chennai, Tamil Nadu, India - 649210",23-09-2021,1,South Indian,16,3.44
182,Ethan Chand,raaginiverma@example.org,4088847458,"Walia Nagar, Anna Nagar, Chennai, Tamil Nadu, India - 184115",28-01-2025,0,Continental,8,1.86
183,Jonathan Reddy,arjun12@example.com,5198067830,"Dyal Chowk, Velachery, Chennai, Tamil Nadu, India - 480616",12-09-2021,1,Italian,60,2.2
184,Neelima Naik,xpuri@example.net,+917354357329,"Gaba Road, Velachery, Chennai, Tamil Nadu, India - 844316",12-10-2024,0,North Indian,77,0.77
185,Pranav Saran,ymalhotra@example.com,06015694866,"Morar Marg, Perungudi, Chennai, Tamil Nadu, India - 654796",20-03-2022,1,Continental,16,0.48
186,Dhriti Bala,bhallawahab@example.com,07930710933,"Chaudhary Street, Kilpauk, Chennai, Tamil Nadu, India - 688910",06-09-2020,1,Chinese,15,2.21
187,Lohit Prashad,deshpandejairaj@example.org,04465123552,"Bir Circle, Perungudi, Chennai, Tamil Nadu, India - 658077",14-05-2023,0,Continental,74,1.3
188,Elijah Shukla,christopher01@example.com,08718340403,"Contractor Path, T. Nagar, Chennai, Tamil Nadu, India - 941789",13-12-2024,0,Chinese,37,0.03
189,Logan Randhawa,patlawazir@example.com,8570496632,"Vora Circle, Guindy, Chennai, Tamil Nadu, India - 214967",28-04-2020,0,South Indian,11,1.74
190,Ubika Mahal,prisha27@example.org,+915296836655,"Saha Marg, Chrompet, Chennai, Tamil Nadu, India - 649369",12-04-2021,1,Continental,22,4.71
191,Champak Badal,dubeyug@example.com,3810667024,"Karan Ganj, Mylapore, Chennai, Tamil Nadu, India - 966470",26-11-2022,1,North Indian,39,3.71
192,Robert Lad,yashica96@example.com,+910067751285,"Sengupta, T. Nagar, Chennai, Tamil Nadu, India - 269890",12-12-2020,0,Italian,13,1.73
193,Divya Raval,kashishchaudhuri@example.org,+916667047113,"Nair, Anna Nagar, Chennai, Tamil Nadu, India - 590731",14-05-2023,0,South Indian,79,3.25
194,Azaan Vohra,bhallacaleb@example.org,05218189965,"Seth Road, Nungambakkam, Chennai, Tamil Nadu, India - 353195",16-10-2020,0,Italian,54,3.52
195,Waida Jhaveri,ladli85@example.net,05151812613,"Som Nagar, T. Nagar, Chennai, Tamil Nadu, India - 584446",20-10-2021,0,North Indian,97,1.51
196,Girindra Khanna,tmemon@example.net,+917472388725,"Bhatnagar Street, Nungambakkam, Chennai, Tamil Nadu, India - 897461",11-03-2022,1,Chinese,8,2.13
197,Gaurika Wali,meghabal@example.net,+918805801617,"Mukhopadhyay, Nungambakkam, Chennai, Tamil Nadu, India - 631206",19-10-2022,1,South Indian,5,2.86
198,Wyatt Thakur,anmol73@example.org,01874251823,"Chacko, Velachery, Chennai, Tamil Nadu, India - 843063",23-07-2020,0,Chinese,83,2.67
199,Bhavika Shah,anthonymutti@example.net,+912982661718,"Gupta Path, T. Nagar, Chennai, Tamil Nadu, India - 407446",21-09-2021,0,Continental,87,3.57
200,Pranav Reddy,routekanta@example.com,05343651067,"Nagi Road, Chrompet, Chennai, Tamil Nadu, India - 131019",09-04-2020,1,South Indian,75,1.32
201,Noah Bhatt,bshetty@example.org,03702536587,"Narang Circle, Kodambakkam, Chennai, Tamil Nadu, India - 006837",23-09-2020,1,Chinese,95,2.08
202,Veer Kaul,kapadiaamaira@example.com,6218377167,"Balakrishnan Ganj, Nungambakkam, Chennai, Tamil Nadu, India - 223135",19-05-2022,1,Italian,52,0.05
203,Ishanvi Dhar,mugdhasathe@example.net,01818755057,"Gopal Ganj, Guindy, Chennai, Tamil Nadu, India - 225062",05-05-2021,1,Italian,63,2
204,Yagnesh Contractor,edhithabadal@example.com,+918325613408,"Chaudhry Road, Adyar, Chennai, Tamil Nadu, India - 937019",27-10-2022,0,Continental,50,1.97
205,Hemang Sarin,lakshmichoudhary@example.net,02596755124,"Sridhar, Kodambakkam, Chennai, Tamil Nadu, India - 335296",09-07-2022,0,Italian,4,3.23
206,Rushil Loyal,dalbir24@example.org,+911502199058,"Mammen Chowk, T. Nagar, Chennai, Tamil Nadu, India - 248392",22-03-2025,1,Continental,0,1.9
207,Chatura Sandal,daniel86@example.com,+915617237705,"Tiwari Circle, Nungambakkam, Chennai, Tamil Nadu, India - 984595",26-03-2020,1,North Indian,83,2.42
208,Hemang Sarna,kalitavincent@example.net,+912244734617,"Sanghvi Chowk, Anna Nagar, Chennai, Tamil Nadu, India - 425615",19-12-2023,1,North Indian,88,3.41
209,Chatresh Balay,luke95@example.org,8581246173,"De Nagar, Nungambakkam, Chennai, Tamil Nadu, India - 882245",18-09-2023,1,Italian,83,4.68
210,Unni Bhakta,omishaissac@example.net,09727883554,"Reddy Zila, T. Nagar, Chennai, Tamil Nadu, India - 134891",09-03-2020,0,Continental,97,3.97
211,Vaishnavi Goda,raviomkaar@example.org,01006006746,"Chawla Road, Velachery, Chennai, Tamil Nadu, India - 631564",13-06-2025,1,Continental,14,3.91
212,Advika Natarajan,pranit71@example.net,3752258412,"Kuruvilla Street, Anna Nagar, Chennai, Tamil Nadu, India - 094719",22-04-2025,1,South Indian,3,3.45
213,Sai Kari,kharelopa@example.org,06344234069,"Rajagopal Chowk, Anna Nagar, Chennai, Tamil Nadu, India - 163060",08-05-2025,0,North Indian,90,1.09
214,Faras Kalla,bahadurjit94@example.net,3944102785,"Prashad, Mylapore, Chennai, Tamil Nadu, India - 618285",28-01-2021,1,North Indian,55,3.35
215,Sudiksha Sha,abdulmukherjee@example.net,02059250240,"Bora Ganj, Kilpauk, Chennai, Tamil Nadu, India - 692598",14-01-2024,1,South Indian,43,3.82
216,Ayaan Varkey,sanghvidipta@example.org,+910355155000,"Wali Zila, Mylapore, Chennai, Tamil Nadu, India - 504609",17-01-2020,1,Italian,76,4.17
217,Chatresh Ramanathan,bansalyatin@example.org,8598177619,"Babu Path, Kodambakkam, Chennai, Tamil Nadu, India - 780103",03-08-2021,0,Continental,77,2.66
218,Dhriti Ram,osachdev@example.net,+914939982485,"Borde Ganj, Mylapore, Chennai, Tamil Nadu, India - 705223",19-02-2020,0,Chinese,86,4.17
219,Nakul Shukla,ykale@example.net,+917251802034,"Kade Nagar, Kodambakkam, Chennai, Tamil Nadu, India - 800848",21-06-2022,0,Chinese,32,2.37
220,Fariq Chaudhari,karan97@example.net,06640580245,"Shukla Nagar, Perungudi, Chennai, Tamil Nadu, India - 863947",08-03-2025,1,Chinese,38,2.83
221,Mohini Sridhar,tamanna89@example.net,04487156630,"Nair Circle, Mylapore, Chennai, Tamil Nadu, India - 918374",07-08-2021,1,Continental,73,0.68
222,Daniel Majumdar,panini42@example.org,09545279739,"Pant Zila, Mylapore, Chennai, Tamil Nadu, India - 350254",04-11-2022,0,Continental,37,2
223,Ekavir Chada,pranav11@example.net,0150093447,"Dayal, Kodambakkam, Chennai, Tamil Nadu, India - 056736",19-08-2024,1,Continental,20,4.27
224,Teerth Taneja,cchauhan@example.org,05834101020,"Bajaj Road, Velachery, Chennai, Tamil Nadu, India - 044690",26-03-2024,1,South Indian,29,4.43
225,Jhalak Kapur,advaithdixit@example.net,05045497216,"Karnik Circle, Tambaram, Chennai, Tamil Nadu, India - 087793",08-08-2024,0,Chinese,28,4.56
226,Bhavika Wason,varsha54@example.net,5268029865,"Behl Circle, Velachery, Chennai, Tamil Nadu, India - 158035",21-06-2021,1,North Indian,63,4.23
227,Hitesh Pathak,garima03@example.com,9654212687,"Kashyap, Guindy, Chennai, Tamil Nadu, India - 550922",31-05-2022,0,Chinese,48,2.96
228,Anjali Palan,krishamall@example.com,06595095766,"Vyas Circle, Kilpauk, Chennai, Tamil Nadu, India - 601743",06-06-2020,0,South Indian,4,0.19
229,Vasudha Balay,sgour@example.org,08452262029,"Kale Road, Mylapore, Chennai, Tamil Nadu, India - 165563",30-01-2024,0,Chinese,48,4.53
230,Libni Saha,ggrewal@example.net,9569539585,"Iyer Street, Mylapore, Chennai, Tamil Nadu, India - 076965",09-08-2023,0,Chinese,14,4.46
231,Aayush Pau,mitraurvashi@example.com,05323222694,"Prabhakar Street, Guindy, Chennai, Tamil Nadu, India - 351873",10-04-2025,0,North Indian,3,1
232,Falan Chaudhry,asharaf@example.org,6838065451,"Dhingra Road, Kodambakkam, Chennai, Tamil Nadu, India - 335013",23-05-2025,0,Continental,88,3.18
233,Thomas Grover,onkarhora@example.net,00130375251,"Malhotra Path, Mylapore, Chennai, Tamil Nadu, India - 722926",15-07-2022,1,South Indian,2,2.87
234,Suhani Panchal,rajata58@example.com,03327296857,"Khalsa Ganj, Perungudi, Chennai, Tamil Nadu, India - 398693",13-11-2021,0,South Indian,37,1.59
235,Ekaja Chand,ghosefrado@example.com,8323576639,"Parmer Zila, Mylapore, Chennai, Tamil Nadu, India - 658315",26-08-2024,0,Continental,45,0.66
236,Ishanvi Gopal,sibalwarinder@example.net,01132732173,"Merchant Path, Velachery, Chennai, Tamil Nadu, India - 704534",25-12-2022,0,North Indian,6,3.69
237,Jason Raval,sridharbrijesh@example.net,+917324851601,"Kibe Road, Nungambakkam, Chennai, Tamil Nadu, India - 486218",17-11-2022,1,Chinese,77,1.82
238,Upkaar Soni,dramachandran@example.com,3957701492,"Prashad Path, Adyar, Chennai, Tamil Nadu, India - 151633",20-06-2024,1,Chinese,23,1.35
239,Omya Rajagopalan,urmi86@example.org,01407315970,"Dani Road, Mylapore, Chennai, Tamil Nadu, India - 552213",26-12-2023,1,North Indian,49,4.21
240,Saanvi Dhar,saneveda@example.net,+911698959278,"Jayaraman Chowk, Anna Nagar, Chennai, Tamil Nadu, India - 182283",25-11-2022,0,North Indian,52,0.67
241,Upasna Khare,arya67@example.com,+915074086224,"Kumar, Perungudi, Chennai, Tamil Nadu, India - 424908",12-12-2024,0,South Indian,8,1.74
242,Anusha Ramakrishnan,ekani21@example.com,06037623594,"Bhatt Circle, Anna Nagar, Chennai, Tamil Nadu, India - 712430",28-08-2020,0,Chinese,83,2.66
243,Unni Soni,peter56@example.com,04282661529,"Koshy Ganj, Adyar, Chennai, Tamil Nadu, India - 319225",07-08-2020,0,South Indian,33,2.55
244,Isaac Balasubramanian,yauvani67@example.com,5948446084,"Sinha Marg, Tambaram, Chennai, Tamil Nadu, India - 911869",27-07-2022,0,Chinese,71,3.06
245,Aashi Kadakia,pmenon@example.org,1494374967,"Shroff Path, Mylapore, Chennai, Tamil Nadu, India - 087767",24-04-2024,0,Continental,79,4.34
246,Mekhala Mand,sanghanandini@example.org,07763811139,"Bail Ganj, Guindy, Chennai, Tamil Nadu, India - 387826",30-07-2024,1,Chinese,41,0.72
247,Barkha Sethi,gcontractor@example.net,+918529478139,"Varkey Street, Kodambakkam, Chennai, Tamil Nadu, India - 047787",26-04-2022,1,Chinese,37,3.21
248,Ayush Mannan,faqidsunder@example.net,03600375955,"Ganesh Marg, Kodambakkam, Chennai, Tamil Nadu, India - 073714",26-06-2024,1,Chinese,27,4.68
249,Urishilla Soman,radhikabhakta@example.net,02040700596,"Chauhan Nagar, Kilpauk, Chennai, Tamil Nadu, India - 723293",31-05-2021,1,Continental,57,4.86
250,Qasim Cheema,vidhidua@example.net,06132784123,"Luthra Chowk, Guindy, Chennai, Tamil Nadu, India - 758241",24-08-2024,0,Chinese,64,2.33
251,Ojas Madan,vmunshi@example.net,+919779704075,"Gopal, T. Nagar, Chennai, Tamil Nadu, India - 178875",23-12-2023,1,South Indian,70,0.05
252,Owen Sodhi,georgeganesan@example.org,+910485289379,"Raja Ganj, Kodambakkam, Chennai, Tamil Nadu, India - 046510",11-08-2023,1,Continental,47,3.53
253,Eesha Dugar,munihemang@example.org,2332540223,"Ahluwalia Road, Velachery, Chennai, Tamil Nadu, India - 702120",01-12-2021,0,South Indian,77,1.41
254,Nikita Kanda,upasna52@example.org,+910240302417,"Sundaram Path, Perungudi, Chennai, Tamil Nadu, India - 963176",08-04-2025,0,South Indian,29,2.69
255,Zaid Gupta,chandrannihal@example.com,+916644909262,"Gandhi Nagar, Anna Nagar, Chennai, Tamil Nadu, India - 054955",13-01-2023,1,Chinese,71,2.21
256,Zinal Ahuja,anandnirja@example.com,08097828067,"Pandey Street, Nungambakkam, Chennai, Tamil Nadu, India - 235116",01-05-2021,1,North Indian,64,1.31
257,Anya Kar,duttaadvay@example.org,7780184778,"Tella Street, Nungambakkam, Chennai, Tamil Nadu, India - 834013",12-01-2023,0,Italian,49,2.04
258,Aayush Iyer,hsahota@example.org,+915739166174,"Pathak Road, Tambaram, Chennai, Tamil Nadu, India - 243814",15-11-2021,0,North Indian,5,3.97
259,Nisha Kumar,janya66@example.net,02029899411,"Chokshi Nagar, Kilpauk, Chennai, Tamil Nadu, India - 550613",03-09-2022,0,South Indian,24,3.76
260,Tanish De,nikita86@example.net,+919966026161,"Dave Path, T. Nagar, Chennai, Tamil Nadu, India - 652487",23-01-2023,1,Italian,50,0.59
261,Fitan Borra,jack19@example.net,+910537521005,"Shukla Zila, Kodambakkam, Chennai, Tamil Nadu, India - 621174",01-05-2024,1,South Indian,42,0.17
262,Suhani Choudhury,jagdishbalasubramanian@example.org,1503910617,"Salvi Nagar, Adyar, Chennai, Tamil Nadu, India - 619513",19-04-2024,0,Chinese,60,1.46
263,Harinakshi Kapoor,dwable@example.org,6677085562,"Wali Nagar, Velachery, Chennai, Tamil Nadu, India - 496651",24-08-2023,1,Chinese,33,2.16
264,Nitesh Soman,henrydeshpande@example.com,0950750089,"Banik Road, Nungambakkam, Chennai, Tamil Nadu, India - 002528",02-03-2025,1,South Indian,59,1.81
265,Wakeeta Issac,ekapad13@example.org,03113419027,"Warrior Circle, Nungambakkam, Chennai, Tamil Nadu, India - 822415",04-04-2023,1,Chinese,92,2.17
266,Ekaraj Suri,warjassunder@example.org,1933813151,"Kamdar Nagar, T. Nagar, Chennai, Tamil Nadu, India - 356178",25-11-2021,1,North Indian,31,2.36
267,Ayush Modi,bavajoshua@example.net,+915911279302,"Sengupta Circle, Chrompet, Chennai, Tamil Nadu, India - 712976",08-03-2020,1,Chinese,97,4.91
268,Kabir Chahal,usani@example.org,4345908100,"Dutta Path, Mylapore, Chennai, Tamil Nadu, India - 712840",24-01-2021,1,North Indian,93,0.16
269,Ayaan Ramesh,faqid84@example.net,00930062486,"Dhingra Zila, Chrompet, Chennai, Tamil Nadu, India - 364789",03-12-2022,0,South Indian,18,2.06
270,Hemani Dara,devika75@example.net,4387624365,"Babu Marg, Chrompet, Chennai, Tamil Nadu, India - 795275",16-09-2024,1,Italian,58,1.13
271,Yauvani Bora,doshijyoti@example.net,5091709092,"Tiwari Zila, T. Nagar, Chennai, Tamil Nadu, India - 400457",20-09-2022,0,South Indian,39,3.45
272,Bishakha Jayaraman,lajitasastry@example.org,+910320575349,"Padmanabhan Zila, Kilpauk, Chennai, Tamil Nadu, India - 629730",13-10-2024,1,Chinese,72,3.61
273,Aarna Saraf,wasonidika@example.org,+913863710674,"Gole Zila, Chrompet, Chennai, Tamil Nadu, India - 690445",10-08-2022,1,South Indian,87,2.79
274,Varsha Kale,vdevan@example.net,09883786665,"Rattan Ganj, Nungambakkam, Chennai, Tamil Nadu, India - 507116",21-04-2021,0,Chinese,42,1.58
275,Dayita Ratta,ikbaldutta@example.net,06927318883,"Singh, Nungambakkam, Chennai, Tamil Nadu, India - 469978",18-08-2022,1,Continental,57,0.71
276,Abdul Dua,bhavyabhargava@example.org,6392958943,"Datta Chowk, Adyar, Chennai, Tamil Nadu, India - 308426",14-10-2023,1,North Indian,70,1.01
277,Daniel Ben,kadelila@example.org,05365107917,"Kalla Ganj, Anna Nagar, Chennai, Tamil Nadu, India - 680552",29-11-2022,0,Chinese,28,4.54
278,Sai Nagarajan,aahanabhatia@example.com,+915674760976,"More Street, Anna Nagar, Chennai, Tamil Nadu, India - 053677",07-10-2021,1,North Indian,61,2.08
279,Theodore Karan,wkadakia@example.com,6005273495,"Uppal Path, Adyar, Chennai, Tamil Nadu, India - 673891",29-12-2024,1,Continental,52,0.67
280,Jackson Badal,qpant@example.net,1991776791,"Kala Circle, Nungambakkam, Chennai, Tamil Nadu, India - 614553",01-01-2025,0,South Indian,77,1.2
281,Mason Misra,craman@example.com,0700684193,"Chokshi Chowk, Kilpauk, Chennai, Tamil Nadu, India - 105029",23-07-2024,1,Continental,58,0.66
282,Chanakya Puri,jshan@example.org,02000842292,"Loyal Marg, Nungambakkam, Chennai, Tamil Nadu, India - 698353",21-09-2023,0,South Indian,91,2.1
283,Falak Devan,qsamra@example.com,+911492250879,"Tella Zila, T. Nagar, Chennai, Tamil Nadu, India - 178524",14-01-2021,1,Chinese,34,3.21
284,Nitesh Balay,rauchampak@example.com,02181923200,"Suri Zila, Anna Nagar, Chennai, Tamil Nadu, India - 684481",10-08-2023,0,Italian,51,1.87
285,Ronith Nagi,irya28@example.com,08199561366,"Sathe Nagar, Kilpauk, Chennai, Tamil Nadu, India - 277900",08-09-2023,1,Italian,75,2.03
286,Ganga Ravel,darsh75@example.net,+917001985625,"Ganguly Path, Mylapore, Chennai, Tamil Nadu, India - 610482",26-08-2023,0,South Indian,83,1.22
287,Girindra Purohit,jagvisehgal@example.net,+911160658470,"Karpe Chowk, Guindy, Chennai, Tamil Nadu, India - 716537",27-03-2025,1,Continental,93,2.72
288,Kevin Mukherjee,snehaamble@example.org,03820855818,"Ravel Street, Nungambakkam, Chennai, Tamil Nadu, India - 500033",11-09-2021,0,Continental,87,0.16
289,Panini Soman,kohlipallavi@example.com,09310341929,"Sehgal Path, Anna Nagar, Chennai, Tamil Nadu, India - 941795",25-01-2021,1,Chinese,66,3.29
290,Panini Samra,nilima48@example.net,8101674637,"Gole Nagar, Velachery, Chennai, Tamil Nadu, India - 717855",22-03-2025,0,Italian,83,2.2
291,Yatan Ramesh,adya03@example.org,04573017917,"Mani Zila, Anna Nagar, Chennai, Tamil Nadu, India - 476905",28-11-2024,1,South Indian,31,0.59
292,Priya Viswanathan,ramachandrandhriti@example.com,02990238995,"Pau Circle, Velachery, Chennai, Tamil Nadu, India - 611761",09-06-2022,1,North Indian,27,0.29
293,Chanchal Bhardwaj,odhingra@example.com,06112068515,"Kar, Velachery, Chennai, Tamil Nadu, India - 621104",16-05-2020,1,North Indian,9,4.48
294,Akshay Karan,turviverma@example.com,9973605209,"Chada Marg, Adyar, Chennai, Tamil Nadu, India - 570447",29-03-2022,0,North Indian,76,4.35
295,Gaurika Dalal,uchauhan@example.net,2395286251,"Mistry, Guindy, Chennai, Tamil Nadu, India - 612620",05-12-2020,0,Continental,44,2.63
296,Wriddhish Dey,galaturvi@example.net,+919163350655,"Buch Circle, Velachery, Chennai, Tamil Nadu, India - 013215",26-09-2022,0,Chinese,55,0.48
297,Xalak Sarna,nathanielkhare@example.net,+915177432205,"Wadhwa, T. Nagar, Chennai, Tamil Nadu, India - 715086",20-04-2021,0,Continental,47,3.29
298,Lakshit Koshy,janani46@example.org,9354601980,"Solanki Chowk, Chrompet, Chennai, Tamil Nadu, India - 708870",18-10-2020,1,South Indian,2,3.41
299,Ansh Konda,omya03@example.com,00526589949,"Kota Road, T. Nagar, Chennai, Tamil Nadu, India - 049800",19-11-2022,0,Chinese,36,4.69
300,Hemang Mandal,aadimangal@example.org,04258446729,"Raghavan Path, Tambaram, Chennai, Tamil Nadu, India - 932490",01-04-2020,0,Continental,17,1.14
301,Chaitaly Comar,oeshi89@example.com,8408946030,"Dani Ganj, Velachery, Chennai, Tamil Nadu, India - 996959",26-01-2020,0,Chinese,20,2.47
302,Tanay Devan,bajwaxavier@example.net,2211675832,"Gopal Zila, T. Nagar, Chennai, Tamil Nadu, India - 431839",10-03-2023,0,Continental,74,4.02
303,Meera Sidhu,urishilla11@example.com,7859446599,"Gill Zila, Mylapore, Chennai, Tamil Nadu, India - 429171",09-02-2025,1,Chinese,40,1.61
304,Rayaan Ravi,panchalqabil@example.org,+914900273258,"Goel Ganj, Anna Nagar, Chennai, Tamil Nadu, India - 601209",15-02-2022,1,North Indian,79,4.87
305,Idika Tailor,rayaan33@example.com,+916779484848,"Balay Nagar, Kodambakkam, Chennai, Tamil Nadu, India - 959990",31-08-2024,0,Continental,22,1.69
306,Vanya Ratti,kamala09@example.net,+914960617028,"Madan Path, Kodambakkam, Chennai, Tamil Nadu, India - 872930",15-12-2024,1,South Indian,19,1.52
307,Charan Taneja,goak@example.org,+912355239506,"Sabharwal Road, T. Nagar, Chennai, Tamil Nadu, India - 690201",22-12-2021,0,Continental,93,0.62
308,Saanvi Konda,misradarsh@example.net,08861537747,"Guha Circle, Perungudi, Chennai, Tamil Nadu, India - 572115",29-03-2023,0,North Indian,59,4.48
309,Qushi Swamy,aishani69@example.org,8464259602,"Varty Circle, Adyar, Chennai, Tamil Nadu, India - 102733",19-06-2021,0,Continental,40,4.9
310,Naveen Goyal,tmanda@example.net,08309988842,"Khalsa Road, Nungambakkam, Chennai, Tamil Nadu, India - 531065",28-08-2024,1,South Indian,46,4.14
311,Hamsini Saini,chadhakevin@example.net,+915502546471,"Bora Path, Kilpauk, Chennai, Tamil Nadu, India - 145542",01-07-2023,1,South Indian,27,0.97
312,Lavanya Bava,kamdarharita@example.net,08764076227,"Mahal Marg, Kodambakkam, Chennai, Tamil Nadu, India - 650608",03-09-2023,0,Chinese,83,2.55
313,Daksh Vala,tsastry@example.com,4012646475,"Pandit Circle, Anna Nagar, Chennai, Tamil Nadu, India - 735039",06-04-2020,0,North Indian,1,0.71
314,Naksh Chaudhary,qchandran@example.com,09095114177,"Lall Ganj, Kilpauk, Chennai, Tamil Nadu, India - 623077",12-09-2021,0,Italian,71,4.23
315,Onveer Mukherjee,ytaneja@example.org,+915556134878,"Khare Chowk, Anna Nagar, Chennai, Tamil Nadu, India - 063641",04-01-2024,0,South Indian,26,2.17
316,Vritti Nadig,wsengupta@example.com,+915868324925,"Sanghvi Ganj, T. Nagar, Chennai, Tamil Nadu, India - 013917",17-05-2022,0,Continental,17,2.28
317,Upasna Varughese,rmurty@example.com,2941340015,"Sharma, Anna Nagar, Chennai, Tamil Nadu, India - 045647",14-05-2023,0,Chinese,81,3.24
318,Bhavna Sethi,vdate@example.org,6810768827,"Sen Ganj, Chrompet, Chennai, Tamil Nadu, India - 097272",21-07-2020,1,North Indian,35,4.49
319,Jagdish Dutta,onazareth@example.net,09298112501,"Chatterjee Path, Mylapore, Chennai, Tamil Nadu, India - 714038",06-12-2024,0,Italian,13,2.69
320,Parth Borde,pandeyakshay@example.net,1440065005,"Sur Ganj, Guindy, Chennai, Tamil Nadu, India - 645721",23-06-2023,1,Continental,18,0.21
321,Leela Bakshi,nathaniellad@example.com,4982231732,"De Chowk, Perungudi, Chennai, Tamil Nadu, India - 157835",15-07-2021,1,Italian,26,2.52
322,Finn Kala,revamurthy@example.com,5299066411,"Naidu Zila, Guindy, Chennai, Tamil Nadu, India - 473013",13-07-2020,1,Italian,50,2.3
323,Dipta Kamdar,theodore14@example.com,+915326812431,"Jani Circle, Chrompet, Chennai, Tamil Nadu, India - 658638",30-06-2024,0,Italian,75,0.78
324,Nisha Palan,nperi@example.net,+913014826503,"Nazareth, Kilpauk, Chennai, Tamil Nadu, India - 023973",09-11-2024,0,South Indian,47,3.38
325,Indira Bal,lsidhu@example.org,5699974218,"Balakrishnan Path, Chrompet, Chennai, Tamil Nadu, India - 106827",15-01-2023,1,Continental,81,4.36
326,Jasmit Kaul,pahalaurora@example.org,08982891572,"Magar Nagar, Tambaram, Chennai, Tamil Nadu, India - 793395",17-03-2022,0,South Indian,97,3.05
327,Gaurika Mall,cdhar@example.com,+917907065883,"Bhatt Zila, Adyar, Chennai, Tamil Nadu, India - 911248",04-09-2024,1,Chinese,38,3.55
328,Aachal Sodhi,robert65@example.com,00917005382,"Nayar Ganj, Chrompet, Chennai, Tamil Nadu, India - 567198",24-05-2022,0,Italian,92,1.09
329,Madhavi Kamdar,edwinchatresh@example.com,4454415709,"Ganguly, Kilpauk, Chennai, Tamil Nadu, India - 162481",20-09-2023,1,Continental,86,0.91
330,Sudiksha Sachar,ektasur@example.org,02376149817,"Chand Chowk, Anna Nagar, Chennai, Tamil Nadu, India - 831560",04-06-2025,0,North Indian,99,4.74
331,Shivani Halder,oliversankaran@example.org,4999675167,"Ahluwalia Road, Velachery, Chennai, Tamil Nadu, India - 548324",17-09-2020,0,Chinese,60,4.58
332,Osha Srivastava,vasudha71@example.com,8084473891,"Shroff Path, Anna Nagar, Chennai, Tamil Nadu, India - 031768",05-05-2022,0,Chinese,16,3.66
333,Wishi Sani,dakshlalla@example.net,4943454825,"Sankar Ganj, Kilpauk, Chennai, Tamil Nadu, India - 633515",19-10-2021,0,Continental,78,0.54
334,Jackson Dugar,hemanginigoel@example.com,08970090639,"Balasubramanian Path, Mylapore, Chennai, Tamil Nadu, India - 531198",17-01-2021,1,South Indian,0,1.1
335,Kabir Sandal,oeshi09@example.org,+917894217214,"Bhargava Path, Perungudi, Chennai, Tamil Nadu, India - 251595",21-11-2020,1,Continental,21,3.33
336,Gaurang Ramesh,abdulsalvi@example.net,7288244577,"Sandal Street, Adyar, Chennai, Tamil Nadu, India - 471788",18-12-2024,0,Italian,11,2.83
337,Lila Kamdar,bhardwajmekhala@example.com,6958963690,"Arora Zila, Adyar, Chennai, Tamil Nadu, India - 037615",15-08-2024,0,North Indian,63,0
338,Dalbir Rama,kothariwarda@example.com,+918034096970,"Boase Zila, Chrompet, Chennai, Tamil Nadu, India - 842146",03-08-2024,0,South Indian,89,3.02
339,Bhavna Das,masterlopa@example.net,7130662558,"Savant Circle, Tambaram, Chennai, Tamil Nadu, India - 622784",04-12-2022,0,Chinese,31,0.35
340,Azaan Prabhu,rachanamodi@example.com,5799404323,"Basu Zila, Mylapore, Chennai, Tamil Nadu, India - 406264",29-12-2024,1,North Indian,54,4.06
341,Aarnav Nadig,dixityatin@example.net,01038722745,"Barad Chowk, Kilpauk, Chennai, Tamil Nadu, India - 771923",13-12-2023,1,Italian,97,3.43
342,Bimala Devan,unnatimodi@example.net,08049937496,"Sunder Ganj, Kilpauk, Chennai, Tamil Nadu, India - 725451",12-11-2022,0,North Indian,23,3.86
